City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
144,Norman Wells,CA,2022-08-16 19:31:13,65.282,-126.8329,66.24,68,75,8.05,broken clouds
145,Kapoeta,SS,2022-08-16 19:31:13,4.7717,33.5903,75.42,73,100,6.42,overcast clouds
146,San Lorenzo,PY,2022-08-16 19:31:14,-25.3333,-57.5333,74.59,64,75,5.99,broken clouds
147,Muncar,ID,2022-08-16 19:31:14,-8.4333,114.3333,74.37,87,91,5.19,overcast clouds
148,Naze,JP,2022-08-16 19:31:15,28.3667,129.4833,81.52,82,43,9.64,scattered clouds
149,Nemuro,JP,2022-08-16 19:31:15,43.3236,145.575,63.91,87,64,17.76,broken clouds
150,Henties Bay,NA,2022-08-16 19:31:16,-22.116,14.2845,55.26,84,0,5.84,clear sky
151,Wuwei,CN,2022-08-16 19:31:16,37.9281,102.6414,74.75,55,15,5.93,few clouds
152,Bongandanga,CD,2022-08-16 19:31:17,1.5,21.05,69.96,97,100,2.8,overcast clouds
153,Carnarvon,AU,2022-08-16 19:31:17,-24.8667,113.6333,64.47,59,50,15.21,scattered clouds
154,Lokoja,NG,2022-08-16 19:31:18,7.8024,6.743,74.55,87,100,3.2,overcast clouds
155,Dhidhdhoo,MV,2022-08-16 19:31:18,6.8833,73.1,80.51,78,23,1.99,few clouds
156,Mahajanga,MG,2022-08-16 19:31:19,-15.7167,46.3167,75.22,78,0,10.36,clear sky
157,Saint-Joseph,RE,2022-08-16 19:31:19,-21.3667,55.6167,66.2,72,0,2.44,clear sky
158,Salalah,OM,2022-08-16 19:31:20,17.0151,54.0924,77.09,94,100,2.3,overcast clouds
159,Mehamn,NO,2022-08-16 19:31:20,71.0357,27.8492,71.55,64,75,8.05,broken clouds
160,Itaituba,BR,2022-08-16 19:31:21,-4.2761,-55.9836,95.16,43,20,5.75,few clouds
161,Kohlu,PK,2022-08-16 19:31:21,29.8962,69.252,77.41,71,28,1.48,scattered clouds
162,Howard Springs,AU,2022-08-16 19:31:22,-12.497,131.047,64.31,40,31,4.9,scattered clouds
163,Namie,JP,2022-08-16 19:31:22,37.4833,141.0,77.99,71,49,4.09,scattered clouds
164,Bluff,NZ,2022-08-16 19:31:22,-46.6,168.3333,48.72,94,97,4.65,overcast clouds
165,Los Llanos De Aridane,ES,2022-08-16 19:31:23,28.6585,-17.9182,72.12,88,40,23.02,scattered clouds
166,Karratha,AU,2022-08-16 19:31:23,-20.7377,116.8463,71.17,91,8,7.96,clear sky
167,Butaritari,KI,2022-08-16 19:31:23,3.0707,172.7902,81.43,72,89,18.68,overcast clouds
168,Dwarka,IN,2022-08-16 19:31:23,22.2394,68.9678,80.46,89,100,22.06,moderate rain
169,Beringovskiy,RU,2022-08-16 19:31:24,63.05,179.3167,45.39,65,100,13.13,overcast clouds
170,Nikolskoye,RU,2022-08-16 19:31:24,59.7035,30.7861,73.29,73,10,5.19,clear sky
171,Hengshui,CN,2022-08-16 19:31:24,37.7322,115.7011,71.46,90,1,4.88,clear sky
172,Matelica,IT,2022-08-16 19:31:25,43.2541,13.0106,77.18,78,9,6.42,clear sky
173,Mattru,SL,2022-08-16 19:31:25,7.6244,-11.8332,72.43,98,100,5.08,moderate rain
174,Kinangan,PH,2022-08-16 19:31:25,6.3014,125.585,76.69,88,100,4.61,overcast clouds
175,Chapais,CA,2022-08-16 19:31:26,49.7834,-74.8492,76.78,30,14,6.31,few clouds
176,Buchanan,LR,2022-08-16 19:31:26,5.8808,-10.0467,74.77,81,100,9.08,overcast clouds
177,Shihezi,CN,2022-08-16 19:31:26,44.3,86.0333,74.46,27,100,6.04,overcast clouds
178,Port Blair,IN,2022-08-16 19:31:27,11.6667,92.75,78.84,89,100,3.44,drizzle
179,Luderitz,NA,2022-08-16 19:31:27,-26.6481,15.1594,56.84,72,3,6.67,clear sky
180,Snezhnogorsk,RU,2022-08-16 19:31:27,69.1933,33.2531,69.58,79,41,11.95,scattered clouds
181,Waipawa,NZ,2022-08-16 19:31:28,-41.4122,175.5153,51.15,89,100,8.77,light rain
182,Saskylakh,RU,2022-08-16 19:31:28,71.9167,114.0833,44.37,94,84,5.84,broken clouds
183,Lavrentiya,RU,2022-08-16 19:31:28,65.5833,-171.0,40.17,70,98,11.79,overcast clouds
184,Esperance,AU,2022-08-16 19:31:29,-33.8667,121.9,53.94,86,12,18.75,few clouds
185,Sept-Iles,CA,2022-08-16 19:31:29,50.2001,-66.3821,77.52,54,20,9.22,few clouds
186,Port Alfred,ZA,2022-08-16 19:31:29,-33.5906,26.891,61.7,54,100,1.41,overcast clouds
187,Green River,US,2022-08-16 19:28:05,41.5286,-109.4662,82.8,34,21,3.0,few clouds
188,Teya,RU,2022-08-16 19:31:30,60.3778,92.6267,46.92,98,81,3.83,broken clouds
189,Longido,TZ,2022-08-16 19:31:30,-2.7333,36.6833,65.82,64,37,4.38,scattered clouds
190,Laguna,US,2022-08-16 19:28:07,38.421,-121.4238,101.64,23,0,6.91,clear sky
191,The Pas,CA,2022-08-16 19:30:09,53.8251,-101.2541,84.22,34,0,9.22,clear sky
192,Areosa,PT,2022-08-16 19:31:31,41.7178,-8.8571,63.19,91,59,15.79,broken clouds
